carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes,matched_source_airline_id,enrichment_sources,skip_reason
fly-all-ways,Fly All Ways,8W,Suriname,Scheduled,no,en,,Latin America,https://flyallways.com,,,,,,,,,no,,0,0,no,no,yes,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,private-wings-1258,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
fly-baghdad,Fly Baghdad,IF,Iraq,Scheduled,no,,,Middle East,https://flybaghdad.net,,,,,,,,,no,,0,0,no,no,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",fly-baghdad-675,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
fly-branson-travel-dba-branson-airexpress,Fly Branson Travel dba Branson AirExpress,1X,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
fly-jordan,Fly Jordan,F0,Jordan,Scheduled,no,,,Middle East,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
fly-one-romania,Fly One (Romania),OE,Moldova,Low-cost,no,,,Europe,https://cairoaviation.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,cairo-aviation-1605,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
fly-oya,Fly Oya,YI,Libya,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
fly-red-sea,Fly Red Sea,Z4,Saudi Arabia,Scheduled,no,,,Middle East,https://zagrosjet.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,zagrosjet-1798,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
fly2sky,Fly2Sky,F6,Bulgaria,Scheduled,no,,,Europe,https://fly2sky.aero,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,fly2sky-1405,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
flyals,FlyALS,0F,Kenya,Scheduled,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flyaden,FlyAden,DH,Yemen,Scheduled,no,,,Middle East,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flyarystan,FlyArystan,FS,Kazakhstan,Low-cost,no,,,Asia,https://freespiritairlines.com.au,,,,,,,,,no,,0,0,no,no,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,airfast-indonesia-1176,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
flybosnia,FlyBosnia,6W,Bosnia and Herzegovina,Scheduled,no,,,Europe,https://flybosnia.ba,,,,,,,,,no,,0,0,no,no,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",flybosnia-1461,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
flygabon,FlyGabon,J7,Gabon,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flykhiva,FlyKhiva,2U,Uzbekistan,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flyone-asia,FlyOne Asia,7Q,Thailand,Low-cost,no,,,Asia,https://eliteairways.net,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,elite-airways-522,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
flybe,Flybe,BE,United Kingdom,Low-cost,no,en,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flybondi,Flybondi,FO,Argentina,Low-cost,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
flybusteam,Flybusteam,ГЭ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
freedom-airline-express,Freedom Airline Express,4F,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
french-armed-forces,French Armed Forces,RD,France,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
fuji-dream-airlines,Fuji Dream Airlines,JH,Japan,Scheduled,no,,,Asia,https://fujidreamairlines.com,,,,,,,,,no,,0,0,no,no,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",fuji-dream-airlines-308,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
gp-aviation,GP Aviation,IV,Bulgaria,Scheduled,no,,,Europe,https://gp-aviation.net,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,gp-aviation-146,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
galileo-international,Galileo International,1V,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
gambia-bird-airlines,Gambia Bird Airlines,3G,Gambia,Scheduled,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
gazpromavia,Gazpromavia,4G,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
georgian-wings,Georgian Wings,D4,Georgia,Low-cost,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
ghadames-air,Ghadames Air,NJ,Libya,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
global-aviation-gea,Global Aviation (GEA),IG,South Africa,Scheduled,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
global-aviation-services-group,Global Aviation Services Group,5S,Libya,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
global-feeder-services,Global Feeder Services,GC,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
globeair,GlobeAir,0K,Austria,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
globus-airlines,Globus Airlines,GH,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
globus-lls,Globus LLС,XT,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
gojet-airlines,GoJet Airlines,G7,United States,Scheduled,no,en,,North America,https://gojetairlines.com,https://gojetairlines.com/contact-us,,,,,,,,no,,0,0,no,yes,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",gojet-airlines-llc-460,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
grand-china-air,Grand China Air,CN,China,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
grant-aviation,Grant Aviation,GV,United States,Scheduled,no,en,,North America,https://flygrant.com,,,,,,,,,no,,0,0,no,no,no,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,sky-gabon-1655,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
great-lakes-airlines,Great Lakes Airlines,ZK,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,yes,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
greater-bay-airlines,Greater Bay Airlines,HB,Hong Kong,Low-cost,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
green-africa-airways,Green Africa Airways,Q9,Nigeria,Scheduled,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
grumeti-air,Grumeti Air,0G,Libya,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
gullivair,GullivAir,G2,Bulgaria,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
guyane-express-fly,Guyane Express Fly,G8,French Guiana,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;band;region;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
hop,HOP!,A5,France,Low-cost,no,en,,Europe,https://hop.fr,https://www.hop.fr/en/contact,,,,,,,,no,,0,0,no,no,yes,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",air-france-hop-1047,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
hahn-air,Hahn Air,H1,Germany,Scheduled,no,,,Europe,https://hahnair.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,hahn-air-1259,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
