carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes
skyup-airlines,SkyUp Airlines,PQ,Puerto Rico,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skyup-mt,SkyUp MT,U5,United States,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skywest-airlines,SkyWest Airlines,OO,Australia,Scheduled,yes,en-au,manual-priority,Australia/Pacific,https://www.skywest.com,,,,,,,https://www.skywest.com/fly-skywest-airlines/customer-information#!contract-of-carriage,,yes,2026-09-03,0,1,no,yes,no,https://www.skywest.com/fly-skywest-airlines/customer-information#!contract-of-carriage,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
skywork-airlines,SkyWork Airlines,SX,Switzerland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skyline-express-airline,Skyline Express Airline,QU,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skymark-airlines,Skymark Airlines,BC,Japan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skytrans-australia,Skytrans Australia,QN,Australia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
skyward-airlines,Skyward Airlines,OW,Canada,Scheduled,yes,en-ca,manual-priority,North America,,,https://www.skywardairlines.co.ke/baggage-policy,https://www.skywardairlines.co.ke/baggage-policy,https://www.skywardairlines.co.ke/baggage-policy,,,,,yes,2026-09-03,3,0,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
small-planet-airlines-poland,Small Planet Airlines Poland,P7,Poland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartavia,SmartAvia,5N,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartlynx-airlines-estonia,SmartLynx Airlines Estonia,6Y,Latvia,Scheduled,no,,,,https://www.smartlynx.aero,,,,,,,,,no,,0,0,no,no,no,https://www.smartlynx.aero/en/passengers/before-the-flight/conditions-of-carriage,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartlynx-malta,SmartLynx Malta,2N,Malta,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartwings-czechia,SmartWings Czechia,QS,Czechia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartwings-hungary,SmartWings Hungary,7O,Hungary,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smartwings-poland,SmartWings Poland,3Z,Poland,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
smokey-bay-air-inc,"Smokey Bay Air, Inc.",2E,Sri Lanka,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
solaseed-air,Solaseed Air,6J,Japan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
solomon-airlines,Solomon Airlines,IE,Solomon Islands,Scheduled,yes,en,manual-priority,Australia/Pacific,https://www.flysolomons.com,,https://www.flysolomons.com/experience/baggage-information,https://www.flysolomons.com/experience/baggage-information,https://www.flysolomons.com/experience/baggage-information,,,https://www.flysolomons.com/bookings/conditions-of-carriage,,yes,2026-09-03,2,2,no,yes,no,https://www.flysolomons.com/bookings/conditions-of-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
somon-air,Somon Air,SZ,Tajikistan,Scheduled,yes,en,manual-priority,Asia,,,https://somonair.com/en/baggage,https://somonair.com/en/baggage,https://somonair.com/en/baggage,,,,,yes,2026-09-03,0,3,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
sounds-air,Sounds Air,S8,South Africa,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
south-african-airways,South African Airways,SA,South Africa,Scheduled,yes,en-za,manual-priority,Africa,https://www.flysaa.com,,https://www.flysaa.com/manage-fly/baggage/checked-baggage,https://www.flysaa.com/manage-fly/baggage/hand-baggage,https://www.flysaa.com/manage-fly/baggage/optional-service-fees,,,https://www.flysaa.com/documents/51855150/126723733/Conditions+of+Carriage,,yes,2026-09-03,3,1,no,yes,no,https://www.flysaa.com/documents/51855150/126723733/Conditions+of+Carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
southern-air,Southern Air,9R,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
southern-air-charter,Southern Air Charter,PL,Bahamas,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
southern-airways-express,Southern Airways Express,9X,United States,Scheduled,yes,en-us,manual-priority,North America,https://iflysouthern.com,,,,,,,https://iflysouthern.com/contract-of-carriage/,,yes,2026-09-03,0,1,no,yes,no,https://iflysouthern.com/contract-of-carriage/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
southern-sky-airlines,Southern Sky Airlines,IH,Italy,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
southwest-airlines,Southwest Airlines,WN,United States,Low-cost,yes,en-us,manual-priority,North America,https://support.southwest.com/helpcenter/s,https://support.southwest.com/helpcenter/s,https://support.southwest.com/helpcenter/s/article/checked-baggage-policy,https://espanol-support.southwest.com/helpcenter/s/article/carryon-baggage-policy,https://support.southwest.com/helpcenter/s/article/checked-baggage-policy,,,https://www.southwest.com/html/about-southwest/index.html?clk=GFOOTER-CONTRACT-OF-CARRIAGE#_tab_5,,yes,2026-09-03,0,4,no,yes,no,https://www.southwest.com/html/about-southwest/index.html?clk=GFOOTER-CONTRACT-OF-CARRIAGE#_tab_5,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
southwind-airlines,Southwind airlines,2S,Liberia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
special-ground-handling-service-xh,Special Ground Handling Service -XH,XH,United Kingdom,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
spicejet,SpiceJet,SG,India,Low-cost,yes,en-in,manual-priority,Asia,,,https://www.spicejet.com/baggage,https://corporate.spicejet.com/ExcessBaggage.aspx,https://www.spicejet.com/baggage,,,,,yes,2026-09-03,1,2,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
spirit-airlines,Spirit Airlines,NK,United States,Low-cost,yes,en-us,manual-priority,North America,https://content.spirit.com,,,,,,,https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf,,yes,2026-09-03,0,1,no,yes,no,https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
spring-airlines,Spring Airlines,9C,China,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
spring-japan,Spring Japan,IJ,Japan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
springjet,Springjet,5K,Portugal,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
srilankan-airlines,SriLankan Airlines,UL,Sri Lanka,Scheduled,yes,en,manual-priority,Asia,https://www.srilankan.com,,https://www.srilankan.com/en_uk/plan-and-book/luggage,https://www.srilankan.com/en_uk/plan-and-book/luggage,https://www.srilankan.com/en_uk/plan-and-book/luggage,,,https://www.srilankan.com/Zh_cn/Corporate/conditions-of-carriage-for-passengers-and-baggage,,yes,2026-09-03,4,0,no,yes,no,https://www.srilankan.com/Zh_cn/Corporate/conditions-of-carriage-for-passengers-and-baggage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
sriwijaya-air,Sriwijaya Air,SJ,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
st-barth-commuter,St Barth Commuter,PV,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
stabo-air-limited,Stabo Air Limited,4E,,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
star-air,Star Air,S5,India,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
star-peru,Star Peru,2I,Peru,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
starflyer,StarFlyer,7G,Japan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
starbow,Starbow,S9,Ghana,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sudan-airways,Sudan Airways,SD,Sudan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sun-air-express,Sun Air Express,6G,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sun-country-airlines,Sun Country Airlines,SY,United States,Low-cost,yes,en-us,manual-priority,North America,https://www.suncountry.com/help-center/bags-and-seats,https://www.suncountry.com/help-center/bags-and-seats,,,,,,https://assets.ctfassets.net/2aov1ouggrmn/1oeBYihGf7m9y7W0WFcdfo/89f1754fcef67eb7da26286f019604d0/Contract_of_Carriage_Update_-_06182021.pdf,,yes,2026-09-03,0,1,no,no,yes,https://assets.ctfassets.net/2aov1ouggrmn/1oeBYihGf7m9y7W0WFcdfo/89f1754fcef67eb7da26286f019604d0/Contract_of_Carriage_Update_-_06182021.pdf,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
sun-phuquoc-airways,Sun PhuQuoc Airways,9G,Vietnam,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunexpress,SunExpress,XQ,Turkey,Low-cost,yes,en,manual-priority,Europe,https://www.sunexpress.com,,https://www.sunexpress.com/en-gb/information/luggage-info/checked-baggage,https://www.sunexpress.com/en-gb/information/luggage-info/hand-baggage,https://www.sunexpress.com/en-gb/information/luggage-info/checked-baggage,,,https://www.sunexpress.com/en/terms-conditions-sunexpress/,,yes,2026-09-03,0,4,no,yes,yes,https://www.sunexpress.com/en/terms-conditions-sunexpress/,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
sunexpress-deutschland,SunExpress Deutschland,XG,Germany,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunclass-airlines,Sunclass Airlines,DK,Denmark,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sundair,SundAir,SR,Germany,Scheduled,yes,en,manual-priority,Europe,,,https://www.sundair.com/infos-luggage,https://www.sundair.com/infos-luggage,https://www.sundair.com/infos-luggage,,,,,yes,2026-09-03,0,3,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
sunday-airlines,Sunday Airlines,0S,Kazakhstan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunlight-air,Sunlight Air,2R,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunrise-airways,Sunrise Airways,S6,Haiti,Scheduled,yes,en,manual-priority,Asia,,,https://www.sunriseairways.net/kre/checked-baggage,https://www.sunriseairways.net/kre/carry-on-baggage,https://www.sunriseairways.net/kre/checked-baggage,,,,,yes,2026-09-03,3,0,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
sunrise-dominicana,Sunrise Dominicana,D6,South Africa,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunsplash-aviation-llc,"Sunsplash Aviation, LLC.",YH,Colombia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sunwing-airlines,Sunwing Airlines,WG,Canada,Low-cost,yes,en-ca,manual-priority,North America,https://www.sunwing.ca,,,,,,,https://www.sunwing.ca/en/sunwing-airlines/conditions-of-contract,,yes,2026-09-03,0,1,no,yes,yes,https://www.sunwing.ca/en/sunwing-airlines/conditions-of-contract,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
suparna-airlines,Suparna Airlines,Y8,People's Republic of China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
super-air-jet,Super Air Jet,IU,Indonesia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
surinam-airways,Surinam Airways,PY,Suriname,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
swiftair,Swiftair,WT,Spain,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
swoop,Swoop,WO,Canada,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
sylt-air-gmbh,Sylt Air GmbH,7E,Germany,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
syrianair,SyrianAir,RB,Syria,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tway-air,T'way Air,TW,South Korea,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
taag-angola,TAAG Angola,DT,Angola,Scheduled,yes,en,manual-priority,Africa,http://www.taag.com,,,,,,,http://www.taag.com/en/Taag/Conditions-of-Carriage,,yes,2026-09-03,0,1,no,yes,yes,http://www.taag.com/en/Taag/Conditions-of-Carriage,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
tab-transportes-aereos-bolivianos,TAB - Transportes Aéreos Bolivianos,B1,Bolivia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tag-airlines,TAG Airlines,5U,Switzerland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tame,TAME,EQ,Ecuador,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tap-air-portugal,TAP Air Portugal,TP,Portugal,Scheduled,yes,en,manual-priority,Europe,https://www.flytap.com,,https://www.flytap.com/en-at/information/baggage/hold-baggage,https://www.flytap.com/en-cv/baggage/hand-baggage,https://www.flytap.com/en-at/information/baggage/hold-baggage,,,https://www.flytap.com/en-gb/transport-conditions?accordionid=1,,yes,2026-09-03,3,1,no,yes,yes,https://www.flytap.com/en-gb/transport-conditions?accordionid=1,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
tar-aerolineas,TAR Aerolíneas,YQ,Mexico,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
thai-airways,Thai Airways,TG,Thailand,Scheduled,yes,en-th,1a,Southeast Asia,https://www.thaiairways.com,,https://www.thaiairways.com/en_TH/plan/travel_information/baggage.page,https://www.thaiairways.com/en_TH/plan/travel_information/carry_on_baggage.page,https://www.thaiairways.com/en_TH/plan/travel_information/excess_baggage.page,https://www.thaiairways.com/en_TH/plan/travel_information/fare_rules.page,https://www.thaiairways.com/en_TH/plan/travel_information/check_in.page,https://www.thaiairways.com/en_TH/terms_condition/conditions_of_carriage.page,,yes,2026-09-03,0,6,no,yes,yes,https://www.thaiairways.com/en_GB/Terms_condition/contract_of_carriage.page?,article_selector,6/6 urls
thai-smile,THAI Smile,WE,Thailand,Low-cost,yes,en,manual-priority,Asia,https://www.thaismileair.com,,,,,,,https://www.thaismileair.com/en/Terms-and-Conditions,,yes,2026-09-03,0,1,no,yes,yes,https://www.thaismileair.com/en/Terms-and-Conditions,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
tik-systems,TIK Systems,T1,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
trip-linhas-aereas,TRIP Linhas Aéreas,T4,Brazil,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tui-airways,TUI Airways,BY,United Kingdom,Scheduled,yes,en-gb,1b,Europe,,,https://www.tui.co.uk/flight/information/baggage-allowance,https://www.tui.co.uk/flight/information/baggage-allowance,https://www.tui.co.uk/flight/information/excess-baggage,https://www.tui.co.uk/destinations/info/booking-conditions,https://www.tui.co.uk/flight/information/check-in,https://www.tui.co.uk/destinations/info/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,,article_selector,6/6 urls
tui-fly-deutschland,TUI fly Deutschland,X3,Germany,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tuifly-netherlands,TUIfly Netherlands,OR,Netherlands,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tuifly-nordis,TUIfly Nordiс,6B,Sweden,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tailwind-airlines,Tailwind Airlines,TI,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tajik-air,Tajik Air,7J,Tajikistan,Scheduled,yes,en,manual-priority,Asia,,,https://www.tajikair.tj/baggage.html,https://www.tajikair.tj/baggage.html,https://www.tajikair.tj/baggage.html,,,,,yes,2026-09-03,0,3,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
tampa-cargo,Tampa Cargo,QT,Colombia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tandem-aero,Tandem Aero,TQ,Moldova,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
taquan-air,Taquan Air,K3,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tarco-aviation,Tarco Aviation,3T,Sudan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tarom,Tarom,RO,Romania,Scheduled,yes,en,manual-priority,Europe,https://www.tarom.ro,,https://www.tarom.ro/en/passenger-information/baggage/checked-baggage,https://www.tarom.ro/en/passenger-information/baggage/hand-baggage,https://www.tarom.ro/en/passenger-information/baggage/checked-baggage,,,https://www.tarom.ro/en/travelling-terms-and-conditions,,yes,2026-09-03,2,2,no,no,yes,https://www.tarom.ro/en/travelling-terms-and-conditions,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
tashkent-air,Tashkent Air,U7,Uzbekistan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tassili-airlines,Tassili Airlines,SF,Algeria,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tatarstan-airlines,Tatarstan Airlines,U9,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tayaran-jet,Tayaran Jet,E8,Jordan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tbilisi-airways,Tbilisi Airways,TD,,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
terra-avia,Terra Avia,T8,Ireland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
