carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes
texel-air-ltd,Texel Air Ltd,TT,Lithuania,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tezjet,TezJet,K9,Cambodia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
thai-airasia,Thai AirAsia,FD,Thailand,Low-cost,yes,en-th,1b,Southeast Asia,,,https://support.airasia.com/s/article/Checked-baggage-en,https://support.airasia.com/s/article/Cabin-baggage-en,https://www.airasia.com/aa/about-us/en/gb/fees-and-charges.html,https://support.airasia.com/s/article/Fares-and-fare-rules-en,https://support.airasia.com/s/article/Check-in-en,https://www.airasia.com/aa/about-us/en/gb/terms-and-conditions-carriage.html,,yes,2026-09-03,0,6,no,yes,yes,,article_selector,6/6 urls
thai-airasia-x,Thai AirAsia X,XJ,Thailand,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
thai-lion-air,Thai Lion Air,SL,Thailand,Low-cost,yes,en,manual-priority,Asia,,,https://www.lionairthai.com/cn/en/Extra-Services/Lion-Baggage,https://www.lionairthai.com/cn/en/Extra-Services/Lion-Baggage,https://www.lionairthai.com/cn/en/Extra-Services/Lion-Baggage,,,,,yes,2026-09-03,0,3,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
thai-vietjet-air,Thai Vietjet Air,VZ,Thailand,Low-cost,yes,en,manual-priority,Asia,,,https://www.vietjetair.com/en/FAQ/baggage-1599453547698,https://seo.vietjetair.com/en/pages/to-have-a-good-flight-1599448842652/baggage-service-1608369253127,https://www.vietjetair.com/en/FAQ/baggage-1599453547698,,,,,yes,2026-09-03,1,2,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
the-landline-company,The Landline Company,L4,Italy,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
thomas-cook-airlines,Thomas Cook Airlines,MT,Belgium,Scheduled,yes,en,manual-priority,Europe,https://maltamedair.com,,,,,,,https://maltamedair.com/general-conditions-of-carriage/,,yes,2026-09-03,1,0,no,yes,no,https://maltamedair.com/general-conditions-of-carriage/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
thomas-cook-airlines-belgium,Thomas Cook Airlines Belgium,HQ,Belgium,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tianjin-airlines,Tianjin Airlines,GS,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tibet-airlines,Tibet Airlines,TV,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tigerair-mandala,Tigerair Mandala,RI,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tigerair-taiwan,Tigerair Taiwan,IT,Taiwan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
titan-airways-limited,Titan Airways Limited,ZT,United Kingdom,Scheduled,yes,en-gb,manual-priority,Europe,,,https://www.titan-airways.com/passenger/travel-information/baggage/hold-baggage,https://www.titan-airways.com/passenger/travel-information/baggage/hold-baggage,https://www.titan-airways.com/passenger/travel-information/baggage/hold-baggage,,,https://www.titan-airways.com/passenger/conditions-of-carriage,,yes,2026-09-03,1,3,no,yes,no,,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
toki-air,Toki Air,BV,Italy,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
total-linhas-aereas,Total Linhas Aereas,0T,Brazil,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
trade-air,Trade Air,C3,Croatia,Scheduled,yes,en,manual-priority,Europe,,,https://www.trade-air.com/passengers/luggage-information,https://www.trade-air.com/passengers/luggage-information,https://www.trade-air.com/passengers/luggage-information,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
tradewind-aviation,Tradewind Aviation,TJ,United States,Scheduled,yes,en-us,manual-priority,North America,https://s3.amazonaws.com,,https://www.flytradewind.com/luggage-policy,https://www.flytradewind.com/luggage-policy,https://www.flytradewind.com/luggage-policy,,,https://s3.amazonaws.com/uploads.flytradewind.com/app/uploads/2021/08/08145706/Tradewind-Aviation-Contract-of-Carriage.pdf,,yes,2026-09-03,0,4,no,no,yes,https://s3.amazonaws.com/uploads.flytradewind.com/app/uploads/2021/08/08145706/Tradewind-Aviation-Contract-of-Carriage.pdf,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
trans-air-congo,Trans Air Congo,Q8,Republic of the Congo,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
transair-senegal,Transair Senegal,R2,Senegal,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
transavia,Transavia,HV,Netherlands,Low-cost,yes,en-nl,1b,Europe,https://www.transavia.com,,https://www.transavia.com/help/en-eu/luggage/hold-luggage,https://www.transavia.com/help/en-eu/luggage/hand-luggage,https://www.transavia.com/help/en-eu/luggage/hold-luggage,https://www.transavia.com/help/en-eu/booking/fares,https://www.transavia.com/help/en-eu/check-in,https://www.transavia.com/en-EU/terms-and-conditions/conditions-of-carriage/,,yes,2026-09-03,0,6,no,yes,yes,https://www.transavia.com/en-UK/conditions/conditions-of-carriage/,article_selector,6/6 urls
transavia-france,Transavia France,TO,France,Low-cost,yes,en,manual-priority,Europe,https://www.transavia.com,,,,,,,https://www.transavia.com/en-UK/conditions/conditions-of-carriage/,,yes,2026-09-03,0,1,no,yes,no,https://www.transavia.com/en-UK/conditions/conditions-of-carriage/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
transnusa,Transnusa,8B,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
travel-service-slovensko,Travel Service Slovensko,6D,Slovakia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
travel-technology-interactive-sa,Travel Technology Interactive SA,Y1,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
travelsky-technology-limited,Travelsky Technology Limited,1E,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
trenitalia,Trenitalia,7T,Switzerland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
trigana-air-service,Trigana Air Service,IL,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tropic-air,Tropic Air,9N,Belize,Scheduled,no,,,,https://www.tropicair.com,,,,,,,,,no,,0,0,no,no,no,https://www.tropicair.com/travel-info/conditions-of-carriage/,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tunisair,Tunisair,TU,Tunisia,Scheduled,yes,en,manual-priority,Africa,http://www.tunisair.com,,https://www.tunisair.com/en/guide-utilisateur/prepare-your-luggage,https://www.tunisair.com/en/guide-utilisateur/prepare-your-luggage,https://www.tunisair.com/en/guide-utilisateur/prepare-your-luggage,,,http://www.tunisair.com/site/publish/module/cgt/cgt.asp,,yes,2026-09-03,3,1,no,yes,no,http://www.tunisair.com/site/publish/module/cgt/cgt.asp,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
tunisair-express,Tunisair Express,UG,Tunisia,Scheduled,yes,en,manual-priority,Africa,,,https://www.tunisairexpress.net/en/checked-baggage,https://www.tunisairexpress.net/en/checked-baggage,https://www.tunisairexpress.net/en/checked-baggage,,,,,yes,2026-09-03,3,0,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
turkish-airlines,Turkish Airlines,TK,Turkey,Scheduled,yes,en-tr,1b,Middle East,https://www.turkishairlines.com,,https://www.turkishairlines.com/en-int/any-questions/free-baggage/,https://www.turkishairlines.com/en-int/any-questions/carry-on-baggage/,https://www.turkishairlines.com/en-int/any-questions/excess-baggage/,https://www.turkishairlines.com/en-int/any-questions/fare-rules/,https://www.turkishairlines.com/en-int/flights/manage-booking/online-check-in/,https://www.turkishairlines.com/en-int/legal-notice/general-conditions-of-carriage/,,yes,2026-09-03,0,6,no,yes,no,https://www.turkishairlines.com/en-gb/legal-notice/general-conditions-of-carriage/,article_selector,6/6 urls
turkmenistan-airlines,Turkmenistan Airlines,T5,Turkmenistan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
tus-airways,Tus Airways,U8,Armenia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
twin-jet,Twin Jet,T7,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
ubm-aviation-oag,UBM Aviation - OAG,CR,United Kingdom,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
uia,UIA,PS,Ukraine,Scheduled,no,,,,https://www.flyuia.com,,,,,,,,,no,,0,0,no,no,no,https://www.flyuia.com/ua/en/information/rules-and-regulations/carriage-rules,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
uls-airlines-cargo,ULS Airlines Cargo,GO,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
ups,UPS,5X,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
ur-airlines,UR Airlines,UD,Armenia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
us-bangla-airlines,US-Bangla Airlines,BS,Bangladesh,Scheduled,yes,en,manual-priority,Asia,,,https://us-bangla.com/your-baggage-info,https://us-bangla.com/your-baggage-info,https://us-bangla.com/your-baggage-info,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
utair,UTair,ЮЭ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
uvt-aero,UVT Aero,RT,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
uganda-airlines,Uganda Airlines,UR,Uganda,Scheduled,no,,,,https://ugandairlines.com,,,,,,,,,no,,0,0,no,no,no,https://ugandairlines.com/conditions-of-carriage,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
ultimate-jetcharters,Ultimate Jetcharters,UE,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
umza-air,Umza Air,UY,Cameroon,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
uni-air,Uni Air,B7,Taiwan,Scheduled,yes,en,manual-priority,Asia,https://www.uniair.com.tw,,,,,,,https://www.uniair.com.tw/rwd/download/UNI%20%20Conditions%20of%20Carriage_en-US.pdf,,yes,2026-09-03,0,1,no,yes,yes,https://www.uniair.com.tw/rwd/download/UNI%20%20Conditions%20of%20Carriage_en-US.pdf,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
uni-top-airlines,Uni-Top Airlines,UW,,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
united-airlines,United Airlines,UA,United States,Scheduled,yes,en-us,manual-priority,North America,https://www.united.com,,https://www.united.com/de/de/fly/baggage/checked-bags.html,https://www.united.com/de/de/fly/baggage/checked-bags.html,https://www.united.com/de/de/fly/baggage/checked-bags.html,,,https://www.united.com/ual/en/GB/fly/contract.html,,yes,2026-09-03,0,4,no,yes,yes,https://www.united.com/ual/en/GB/fly/contract.html,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
united-nigeria-airlines,United Nigeria Airlines,UN,Nigeria,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
universal-air,Universal Air,VO,Malta,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
up-israel,Up Israel,86,Israel,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
ural-airlines,Ural Airlines,U6,Russia,Scheduled,yes,en,manual-priority,Europe,https://www.uralairlines.ru,,https://www.uralairlines.ru/en/rules/sverkhnormativnyy-bagazh,https://www.uralairlines.ru/en/rules/sverkhnormativnyy-bagazh,https://www.uralairlines.ru/en/rules/sverkhnormativnyy-bagazh,,,https://www.uralairlines.ru/en/rules/dogovor-perevozki/,,yes,2026-09-03,4,0,no,yes,yes,https://www.uralairlines.ru/en/rules/dogovor-perevozki/,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
urumqi-air,Urumqi Air,UQ,Uganda,Scheduled,yes,en,manual-priority,Asia,http://www.urumqi-air.com,,,,,,,"http://www.urumqi-air.com/air-pc/doc/Urumqi%20Airlines%20Co.,%20Ltd.%20General%20Conditions%20of%20International%20Carriage%20for%20Passengers%20and%20Baggage.pdf",,yes,2026-09-03,0,1,no,yes,no,"http://www.urumqi-air.com/air-pc/doc/Urumqi%20Airlines%20Co.,%20Ltd.%20General%20Conditions%20of%20International%20Carriage%20for%20Passengers%20and%20Baggage.pdf",baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
uzbekistan-airways,Uzbekistan Airways,HY,Uzbekistan,Scheduled,yes,en,manual-priority,Asia,http://uzbekistan-airlines.de,,https://www.uzairways.com/en/baggage,https://www.uzairways.com/en/baggage,https://www.uzairways.com/en/baggage,,,http://uzbekistan-airlines.de/en/?page_id=89,,yes,2026-09-03,3,1,no,yes,yes,http://uzbekistan-airlines.de/en/?page_id=89,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
uzbekistan-express,Uzbekistan Express,0H,Uzbekistan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
vim-airlines,VIM Airlines,NN,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
vlm-airlines,VLM Airlines,VG,Belgium,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
