carrier_key,name,iata,country,type,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,notes,has_fact_file,has_review_file
sunexpress,SunExpress,XQ,Turkey,Low-cost,,,,https://www.sunexpress.com,,,,,,,https://www.sunexpress.com/en/terms-conditions-sunexpress/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
sunexpress-deutschland,SunExpress Deutschland,XG,Germany,Low-cost,,,,,,,,,,,,,,yes,no
sunrise-airways,Sunrise Airways,S6,Haiti,Scheduled,,,,,,,,,,,,,,yes,yes
sunwing-airlines,Sunwing Airlines,WG,Canada,Low-cost,,,,https://www.sunwing.ca,,,,,,,https://www.sunwing.ca/en/sunwing-airlines/conditions-of-contract,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
suparna-airlines,Suparna Airlines,Y8,People's Republic of China,Scheduled,,,,,,,,,,,,,,yes,yes
surinam-airways,Surinam Airways,PY,Suriname,Scheduled,,,,,,,,,,,,,,yes,yes
swoop,Swoop,WO,Canada,Low-cost,,,,,,,,,,,,,,yes,yes
sylt-air-gmbh,Sylt Air GmbH,7E,Germany,Scheduled,,,,,,,,,,,,,,yes,no
syrianair,SyrianAir,RB,Syria,Scheduled,,,,,,,,,,,,,,no,yes
taag-angola,TAAG Angola,DT,Angola,Scheduled,,,,http://www.taag.com,,,,,,,http://www.taag.com/en/Taag/Conditions-of-Carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
tag-airlines,TAG Airlines,5U,Switzerland,Scheduled,,,,,,,,,,,,,,no,yes
tailwind-airlines,Tailwind Airlines,TI,Turkey,Scheduled,,,,,,,,,,,,,,yes,yes
tajik-air,Tajik Air,7J,Tajikistan,Scheduled,,,,,,,,,,,,,,yes,yes
tame,TAME,EQ,Ecuador,Scheduled,,,,,,,,,,,,,,yes,no
tandem-aero,Tandem Aero,TQ,Moldova,Scheduled,,,,,,,,,,,,,,yes,no
tap-air-portugal,TAP Air Portugal,TP,Portugal,Scheduled,,,,https://www.flytap.com,,,,,,,https://www.flytap.com/en-gb/transport-conditions?accordionid=1,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
taquan-air,Taquan Air,K3,United States,Scheduled,,,,,,,,,,,,,,yes,no
tar-aerolineas,TAR Aerolíneas,YQ,Mexico,Scheduled,,,,,,,,,,,,,,no,yes
tarco-aviation,Tarco Aviation,3T,Sudan,Scheduled,,,,,,,,,,,,,,yes,no
tarom,Tarom,RO,Romania,Scheduled,,,,https://www.tarom.ro,,,,,,,https://www.tarom.ro/en/travelling-terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
tatarstan-airlines,Tatarstan Airlines,U9,Russia,Scheduled,,,,,,,,,,,,,,yes,no
thai-airasia-x,Thai AirAsia X,XJ,Thailand,Low-cost,,,,,,,,,,,,,,yes,yes
thai-lion-air,Thai Lion Air,SL,Thailand,Low-cost,,,,,,,,,,,,,,yes,yes
thai-smile,THAI Smile,WE,Thailand,Low-cost,,,,https://www.thaismileair.com,,,,,,,https://www.thaismileair.com/en/Terms-and-Conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
thai-vietjet-air,Thai Vietjet Air,VZ,Thailand,Low-cost,,,,,,,,,,,,,,yes,no
thomas-cook-airlines,Thomas Cook Airlines,MT,Belgium,Scheduled,,,,https://maltamedair.com,,,,,,,https://maltamedair.com/general-conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
thomas-cook-airlines-belgium,Thomas Cook Airlines Belgium,HQ,Belgium,Scheduled,,,,,,,,,,,,,,yes,no
tianjin-airlines,Tianjin Airlines,GS,China,Scheduled,,,,,,,,,,,,,,yes,no
tigerair-mandala,Tigerair Mandala,RI,Indonesia,Scheduled,,,,,,,,,,,,,,yes,no
titan-airways-limited,Titan Airways Limited,ZT,United Kingdom,Scheduled,,,,,,,,,,,,,,yes,no
trade-air,Trade Air,C3,Croatia,Scheduled,,,,,,,,,,,,,,yes,no
tradewind-aviation,Tradewind Aviation,TJ,United States,Scheduled,,,,https://s3.amazonaws.com,,,,,,,https://s3.amazonaws.com/uploads.flytradewind.com/app/uploads/2021/08/08145706/Tradewind-Aviation-Contract-of-Carriage.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
transavia-france,Transavia France,TO,France,Low-cost,,,,https://www.transavia.com,,,,,,,https://www.transavia.com/en-UK/conditions/conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
transnusa,Transnusa,8B,Indonesia,Scheduled,,,,,,,,,,,,,,no,yes
trigana-air-service,Trigana Air Service,IL,Indonesia,Scheduled,,,,,,,,,,,,,,yes,no
trip-linhas-aereas,TRIP Linhas Aéreas,T4,Brazil,Scheduled,,,,,,,,,,,,,,yes,no
tui-fly-deutschland,TUI fly Deutschland,X3,Germany,Scheduled,,,,,,,,,,,,,,yes,no
tunisair,Tunisair,TU,Tunisia,Scheduled,,,,http://www.tunisair.com,,,,,,,http://www.tunisair.com/site/publish/module/cgt/cgt.asp,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
tunisair-express,Tunisair Express,UG,Tunisia,Scheduled,,,,,,,,,,,,,,yes,no
turkmenistan-airlines,Turkmenistan Airlines,T5,Turkmenistan,Scheduled,,,,,,,,,,,,,,yes,no
tway-air,T'way Air,TW,South Korea,Low-cost,,,,,,,,,,,,,,yes,no
uls-airlines-cargo,ULS Airlines Cargo,GO,Turkey,Scheduled,,,,,,,,,,,,,,yes,no
uni-air,Uni Air,B7,Taiwan,Scheduled,,,,https://www.uniair.com.tw,,,,,,,https://www.uniair.com.tw/rwd/download/UNI%20%20Conditions%20of%20Carriage_en-US.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
uni-top-airlines,Uni-Top Airlines,UW,,Scheduled,,,,,,,,,,,,,,yes,no
united-airlines,United Airlines,UA,United States,Scheduled,,,,https://www.united.com,,,,,,,https://www.united.com/ual/en/GB/fly/contract.html,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
ural-airlines,Ural Airlines,U6,Russia,Scheduled,,,,https://www.uralairlines.ru,,,,,,,https://www.uralairlines.ru/en/rules/dogovor-perevozki/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
urumqi-air,Urumqi Air,UQ,Uganda,Scheduled,,,,http://www.urumqi-air.com,,,,,,,"http://www.urumqi-air.com/air-pc/doc/Urumqi%20Airlines%20Co.,%20Ltd.%20General%20Conditions%20of%20International%20Carriage%20for%20Passengers%20and%20Baggage.pdf",,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
us-bangla-airlines,US-Bangla Airlines,BS,Bangladesh,Scheduled,,,,,,,,,,,,,,yes,no
uzbekistan-airways,Uzbekistan Airways,HY,Uzbekistan,Scheduled,,,,http://uzbekistan-airlines.de,,,,,,,http://uzbekistan-airlines.de/en/?page_id=89,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
valuejet,ValueJet,VK,Nigeria,Low-cost,,,,,,,,,,,,,,yes,no
vieques-air-link,Vieques Air Link,V4,United States,Scheduled,,,,,,,,,,,,,,yes,no
vim-airlines,VIM Airlines,NN,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
virgin-america,Virgin America,VX,United States,Low-cost,,,,,,,,,,,,,,yes,yes
vistara,Vistara,UK,India,Scheduled,,,,https://www.airvistara.com,,,,,,,https://www.airvistara.com/gb/en/terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
viva-aerobus,Viva Aerobus,VB,Mexico,Low-cost,,,,,,,,,,,,,,yes,yes
viva-air-colombia,Viva Air Colombia,VH,Colombia,Low-cost,,,,https://www.vivaair.com,,,,,,,https://www.vivaair.com/co/en/legal-information_terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
vladivostok-air,Vladivostok Air,XF,Russia,Scheduled,,,,,,,,,,,,,,yes,no
vlm-airlines,VLM Airlines,VG,Belgium,Scheduled,,,,,,,,,,,,,,yes,no
voepass-linhas-aereas,VOEPASS Linhas Aéreas,2Z,Brazil,Scheduled,,,,,,,,,,,,,,yes,no
volaris,Volaris,Y4,Mexico,Low-cost,,,,https://cms.volaris.com,,,,,,,https://cms.volaris.com/globalassets/pdfs/eng/contract-carriage-domestic-int-q6.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
volga-dnepr-airlines,Volga-Dnepr Airlines,VI,Russia,Scheduled,,,,,,,,,,,,,,yes,no
volotea,Volotea,V7,Spain,Low-cost,,,,https://www.volotea.com,,,,,,,https://www.volotea.com/en/legal-conditions/conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
wamos-air,Wamos Air,EB,Spain,Scheduled,,,,,,,,,,,,,,yes,no
warbelows-air,Warbelows Air,4W,Nigeria,Scheduled,,,,,,,,,,,,,,yes,no
west-air,West Air,PN,China,Low-cost,,,,,,,,,,,,,,yes,yes
westjet-encore,WestJet Encore,WR,Canada,Low-cost,,,,,,,,,,,,,,yes,no
white-airways,White Airways,WI,Portugal,Scheduled,,,,,,,,,,,,,,yes,no
wideroe,Widerøe,WF,Norway,Scheduled,,,,,,,,,,,,,,yes,yes
winair,Winair,WM,United States,Scheduled,,,,,,,,,,,,,,yes,yes
windrose-airlines,Windrose Airlines,7W,Ukraine,Scheduled,,,,https://windrose.aero,,,,,,,https://windrose.aero/en/prepare_for_flight/prepare/rules/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
wow-air,WOW Air,WW,Iceland,Low-cost,,,,,,,,,,,,,,yes,no
xiamen-airlines,Xiamen Airlines,MF,China,Scheduled,,,,https://www.xiamenair.com,,,,,,,https://www.xiamenair.com/brandnew_EN/travel-transport-condition.html,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
yakutia-airlines,Yakutia Airlines,R3,Russia,Scheduled,,,,,,,,,,,,,,yes,no
yamal-airlines,Yamal Airlines,YC,Russia,Scheduled,,,,https://yamal.aero,,,,,,,https://yamal.aero/passengers/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
yemenia,Yemenia,IY,Yemen,Scheduled,,,,,,,,,,,,,,yes,yes
yeti-airlines,Yeti Airlines,YT,Nepal,Scheduled,,,,,,,,,,,,,,yes,yes
zimex-aviation,Zimex Aviation,XM,Switzerland,Scheduled,,,,,,,,,,,,,,yes,no
