status,httpStatus,type,words,threshold,url,title,location,canonical
"ok","200","destination","1040","500","https://www.originfacts.com/destinations/canada","Canada · Originfacts","","https://www.originfacts.com/destinations/canada"
"ok","200","destination","1040","500","https://www.originfacts.com/destinations/spain","Spain · Originfacts","","https://www.originfacts.com/destinations/spain"
"ok","200","airline","1047","500","https://www.originfacts.com/airlines/easyjet","easyJet · Originfacts","","https://www.originfacts.com/airlines/easyjet"
"ok","200","destination","1050","500","https://www.originfacts.com/destinations/south-africa","South Africa · Originfacts","","https://www.originfacts.com/destinations/south-africa"
"ok","200","destination","1052","500","https://www.originfacts.com/destinations/philippines","Philippines · Originfacts","","https://www.originfacts.com/destinations/philippines"
"ok","200","destination","1053","500","https://www.originfacts.com/destinations/new-zealand","New Zealand · Originfacts","","https://www.originfacts.com/destinations/new-zealand"
"ok","200","destination","1054","500","https://www.originfacts.com/destinations/china","China · Originfacts","","https://www.originfacts.com/destinations/china"
"ok","200","airline","1056","500","https://www.originfacts.com/airlines/valuejet","ValueJet · Originfacts","","https://www.originfacts.com/airlines/valuejet"
"ok","200","airline","1069","500","https://www.originfacts.com/airlines/us-bangla-airlines","US-Bangla Airlines · Originfacts","","https://www.originfacts.com/airlines/us-bangla-airlines"
"ok","200","airline","1072","500","https://www.originfacts.com/airlines/edelweiss-air","Edelweiss Air · Originfacts","","https://www.originfacts.com/airlines/edelweiss-air"
"ok","200","airline","1072","500","https://www.originfacts.com/airlines/uni-top-airlines","Uni-Top Airlines · Originfacts","","https://www.originfacts.com/airlines/uni-top-airlines"
"ok","200","airline","1072","500","https://www.originfacts.com/airlines/vlm-airlines","VLM Airlines · Originfacts","","https://www.originfacts.com/airlines/vlm-airlines"
